Num_Children,Group,Income,Own_Car,Own_Housing,Target
2,1,95033,1,0,1
1,0,66311,1,0,0
1,1,118898,0,0,1
4,1,75770,1,1,1
3,1,102462,1,0,1
3,1,63818,0,0,0
1,0,55393,1,1,0
3,1,78037,0,1,1
1,0,76572,1,0,0
2,0,93035,1,0,1
4,1,49344,1,0,0
6,0,42210,1,0,0
3,1,109387,0,0,1
3,1,48272,1,0,0
2,1,70314,1,1,1
2,1,105411,0,1,1
0,0,36328,1,0,0
2,0,65548,1,0,0
1,0,34198,1,0,0
1,1,61570,1,0,0
0,0,60306,1,0,0
1,0,90042,0,0,1
2,1,102522,1,1,1
3,0,51980,0,1,0
1,1,52688,1,0,0
1,1,55737,0,1,0
1,1,100991,1,0,1
2,0,98935,1,1,1
5,1,42832,1,1,0
2,1,72098,1,0,0
4,0,86140,0,0,0
1,0,68453,1,0,0
3,1,109532,0,1,1
2,1,77415,1,0,0
2,0,93359,1,1,1
1,0,68104,0,0,0
2,0,89236,1,1,1
5,0,87019,0,1,1
3,1,94455,1,0,1
2,1,84116,0,0,1
1,0,97730,1,0,1
3,1,65328,1,0,0
1,0,98914,0,1,1
0,1,107958,1,1,1
3,0,91916,0,1,1
2,0,66455,0,0,0
0,0,88996,0,0,0
1,1,91247,1,1,1
3,0,57741,1,0,0
5,0,89950,1,0,0
2,0,74742,0,0,0
2,1,74922,0,0,0
1,1,45301,1,0,0
1,0,47073,1,1,0
2,1,53749,1,0,0
2,0,61912,1,0,0
4,0,98086,0,0,1
2,1,70668,1,0,0
8,1,82040,1,0,1
0,0,88390,0,0,0
0,0,55388,0,0,0
0,1,63118,1,1,0
2,1,74960,1,1,1
3,0,52759,1,1,0
0,0,87968,1,0,0
4,0,83393,1,1,1
1,0,82263,1,1,0
1,0,73721,1,0,0
1,0,62817,1,0,0
3,1,118214,1,1,1
1,1,114207,1,0,1
2,0,41184,1,0,0
3,1,82275,0,1,1
0,1,76230,0,1,1
3,0,49681,1,1,0
3,1,79303,1,0,1
2,0,79303,1,1,1
0,1,101208,0,1,1
1,0,65783,0,0,0
1,1,92536,0,0,1
3,1,86083,1,1,1
1,1,77091,1,0,1
2,1,114953,1,1,1
1,1,60403,1,0,0
2,1,96210,1,1,1
2,1,67470,1,0,0
3,0,40461,0,0,0
4,0,48024,1,1,0
0,0,95218,1,0,1
3,0,83848,1,1,1
1,0,53517,1,0,0
4,0,55905,1,0,0
3,1,79511,1,0,0
4,1,77939,0,0,0
1,0,96034,0,0,1
4,0,87151,0,1,1
0,0,75271,0,0,0
2,1,48330,1,0,0
5,0,53653,1,1,0
1,1,70696,1,1,1
1,0,89020,1,0,1
1,0,65176,1,1,0
0,0,87632,1,1,1
0,0,36993,1,0,0
3,0,71891,1,0,0
3,1,106075,1,1,1
0,1,89426,0,0,1
2,1,54116,1,0,0
0,0,45550,1,0,0
3,1,108362,0,0,1
1,0,80996,1,1,1
0,1,87798,1,1,1
0,0,88254,1,0,1
1,0,47851,1,0,0
1,0,80080,1,0,0
0,0,72182,0,0,0
0,1,42282,1,0,0
2,0,30314,1,0,0
1,1,87913,0,0,1
1,1,97424,0,0,1
5,1,106999,1,0,1
4,1,119077,1,0,1
2,1,98217,1,1,1
1,1,87667,1,0,1
3,1,94359,0,0,1
2,0,40771,1,0,0
2,1,102557,1,0,1
0,0,95667,1,1,1
2,0,75030,1,1,0
4,1,119024,1,0,1
3,0,78733,1,1,0
1,1,75258,1,0,0
5,1,110936,1,1,1
2,0,62548,1,0,0
1,1,84802,1,0,1
2,1,52486,1,1,0
0,1,64783,1,1,0
2,0,52791,0,0,0
1,1,100127,1,1,1
5,1,62089,1,1,0
1,0,96744,1,1,1
2,0,56108,0,0,0
5,1,42556,1,0,0
1,1,68711,1,1,0
2,1,64844,1,0,0
2,0,87412,0,0,0
4,1,75615,0,1,0
3,0,45320,1,1,0
2,1,93718,0,1,1
5,0,73602,0,1,0
3,0,45554,0,0,0
3,0,53263,1,0,0
5,1,94401,1,1,1
3,1,58220,1,0,0
1,0,68892,1,0,0
2,1,44414,1,1,0
2,1,91250,0,0,1
2,1,47195,1,0,0
1,0,82020,1,0,0
1,0,74334,1,0,0
1,0,34599,0,0,0
1,1,40524,0,0,0
1,0,83353,1,0,0
0,1,91268,1,0,1
2,1,93773,0,0,1
1,0,95499,1,0,1
4,0,34783,0,0,0
2,0,57709,1,0,0
1,1,87106,1,1,1
1,1,63423,1,0,0
3,1,59078,1,1,0
8,1,101791,1,0,1
2,1,54342,1,0,0
1,0,44821,1,1,0
1,0,39737,0,0,0
1,0,49987,1,1,0
4,0,37120,1,0,0
0,1,109825,1,0,1
7,1,49041,1,0,0
0,1,53066,1,1,0
2,1,52452,1,1,0
1,0,99736,0,0,1
2,1,93506,1,0,1
1,1,111666,0,1,1
2,1,73924,1,0,0
3,0,90858,0,0,1
4,0,37957,1,0,0
3,1,97075,0,1,1
2,0,64978,1,1,0
2,1,53031,0,1,0
3,1,119699,0,0,1
5,0,86325,0,0,0
3,1,118667,1,0,1
4,0,95060,1,1,1
1,1,79874,1,1,1
1,0,95289,1,0,1
5,1,111143,1,1,1
3,1,51477,0,0,0
6,1,65807,1,0,0
1,1,82569,1,0,1
3,1,87863,0,0,1
1,1,59532,1,0,0
2,0,69382,1,0,0
5,1,85169,1,1,1
1,1,72086,1,0,0
1,0,56294,1,1,0
0,1,54240,1,0,0
2,1,74569,0,1,0
3,1,50838,1,0,0
3,0,99635,0,0,1
3,1,96422,1,0,1
2,0,45248,1,1,0
2,0,75583,1,0,0
1,1,75833,1,0,0
0,0,80123,1,0,0
1,0,49131,1,0,0
2,1,95333,1,1,1
2,0,59017,0,0,0
4,1,116224,0,1,1
2,0,81102,1,0,0
0,1,76904,0,1,1
2,1,89269,1,1,1
0,1,71640,1,1,0
3,1,87522,1,0,1
2,1,53957,1,0,0
1,0,56490,1,0,0
4,1,101964,1,0,1
1,1,100306,1,0,1
2,1,67987,1,0,0
0,1,40298,1,0,0
1,0,81303,1,1,1
2,1,106525,0,1,1
2,1,73582,1,1,1
1,1,97634,1,0,1
1,0,98932,0,1,1
4,1,106881,1,0,1
4,1,63292,1,0,0
2,1,73887,1,1,1
2,1,83588,1,0,1
1,1,119847,0,1,1
0,1,76462,1,0,0
1,0,59458,0,0,0
3,0,67553,1,1,0
3,1,43346,1,0,0
3,0,70112,0,0,0
2,1,107905,1,1,1
1,1,99373,1,0,1
2,1,116468,1,1,1
1,0,59580,1,1,0
5,0,61308,1,0,0
2,0,51179,0,1,0
4,1,114869,1,1,1
2,0,65686,0,0,0
2,0,49470,1,0,0
0,0,36307,1,1,0
1,0,78359,1,1,0
1,0,94817,0,0,1
4,0,68112,1,0,0
3,0,78354,0,0,0
4,1,73141,0,0,0
3,0,72659,0,0,0
2,1,46142,1,1,0
1,0,45576,1,1,0
1,0,58516,1,0,0
1,0,75182,1,0,0
0,0,82334,0,0,0
2,0,82015,1,0,0
2,1,83888,1,0,1
2,0,61303,0,0,0
1,0,79169,1,0,0
2,1,53287,1,1,0
1,1,100346,1,1,1
5,0,57358,0,0,0
0,1,70890,1,1,1
1,0,49508,1,0,0
0,0,30534,1,0,0
3,1,41016,0,0,0
2,1,81830,1,1,1
2,0,37697,1,0,0
1,1,46467,1,1,0
1,1,63576,1,1,0
3,0,33268,1,0,0
1,1,77601,1,0,0
3,0,73568,0,1,0
1,0,96987,0,0,1
0,1,85641,1,0,1
1,1,119592,1,1,1
4,0,44095,1,0,0
3,0,90201,0,0,1
0,0,80802,1,0,0
0,0,37841,1,0,0
1,1,67305,0,0,0
4,1,95414,1,1,1
2,0,40704,1,1,0
2,1,82727,1,1,1
1,1,109204,0,0,1
3,0,77157,1,1,0
2,1,53769,1,0,0
4,1,112449,1,1,1
1,0,72255,0,1,0
4,1,108883,1,0,1
2,1,60478,1,0,0
4,1,51827,1,0,0
5,1,95675,0,0,1
7,1,79197,1,1,1
1,0,35045,0,1,0
2,1,44980,1,1,0
0,1,92482,1,1,1
4,0,84475,0,1,1
4,1,72569,1,1,1
2,0,99345,0,0,1
2,1,88745,1,1,1
0,0,82789,0,0,0
3,0,76881,1,0,0
3,0,97351,0,0,1
2,1,64656,1,0,0
2,1,100304,1,0,1
0,0,93920,0,1,1
0,1,53305,1,0,0
3,0,59834,0,0,0
3,0,48946,0,0,0
1,1,48178,1,0,0
2,0,61772,0,0,0
1,0,78882,0,1,0
1,1,50906,1,0,0
1,1,47476,1,0,0
0,0,53148,0,1,0
3,1,99319,0,0,1
2,1,52536,1,1,0
1,0,52976,1,1,0
2,0,83293,1,1,1
3,1,79327,1,1,1
3,1,101971,1,1,1
2,0,91447,1,1,1
2,1,54205,1,1,0
0,0,91111,0,0,1
3,0,44542,1,0,0
3,1,116609,0,0,1
1,0,69173,1,0,0
4,0,82330,1,0,0
4,0,79729,0,1,0
1,1,47419,1,1,0
3,1,95733,1,0,1
2,0,46397,1,1,0
0,0,63486,1,0,0
1,0,99387,1,0,1
1,1,48293,1,1,0
2,1,72701,1,0,0
4,1,71745,1,0,0
4,1,89228,0,1,1
1,1,113254,1,1,1
3,0,71502,0,1,0
4,0,32926,1,0,0
3,1,66511,0,0,0
3,1,63485,1,0,0
2,1,59501,1,0,0
4,1,55983,0,0,0
2,0,59010,1,0,0
1,0,83485,1,1,1
2,0,94332,1,1,1
2,1,78585,0,0,1
1,1,113381,1,1,1
5,0,48972,1,1,0
3,1,103116,1,0,1
3,0,61580,1,0,0
1,0,45957,1,0,0
3,1,88462,1,1,1
2,1,69190,0,1,0
2,1,76604,1,1,1
2,0,44182,1,0,0
2,0,93845,1,0,1
4,1,74278,1,0,0
3,1,51712,0,1,0
0,1,65693,0,1,0
2,0,77448,1,1,0
3,0,93909,0,0,1
0,0,68059,1,0,0
2,1,44656,1,1,0
1,0,96871,1,1,1
4,0,59687,1,0,0
4,0,43134,0,0,0
1,1,75953,1,0,0
2,0,63824,0,0,0
4,0,36220,0,0,0
4,1,85100,0,0,1
1,0,56827,0,0,0
1,0,68158,0,0,0
0,1,68324,1,0,0
1,1,43088,1,1,0
4,1,118547,0,1,1
1,0,52129,1,0,0
0,0,97969,1,0,1
0,0,90679,0,0,1
4,1,93186,1,0,1
2,1,58421,0,1,0
1,1,111256,0,1,1
3,0,77692,1,1,0
4,1,93761,1,1,1
1,0,35758,1,1,0
2,1,44281,1,1,0
1,0,87136,1,0,0
4,1,79123,1,1,1
2,0,72146,0,0,0
3,1,66093,1,0,0
1,0,99330,1,0,1
4,1,98614,1,0,1
3,1,44264,1,0,0
2,0,70972,0,1,0
1,1,105178,1,0,1
2,1,119388,1,1,1
1,0,59541,0,0,0
2,1,116112,1,1,1
4,0,75745,1,1,0
1,1,64848,1,0,0
1,0,50625,0,0,0
5,0,31422,1,0,0
3,0,47775,0,0,0
1,0,69887,0,1,0
2,0,68168,1,1,0
1,1,69908,1,1,1
1,1,53517,1,1,0
4,1,94874,1,1,1
1,1,108134,1,0,1
1,1,106244,0,1,1
0,1,101342,1,1,1
0,0,97449,1,0,1
3,0,65843,0,0,0
3,1,77185,1,0,0
2,0,59264,0,0,0
1,1,115708,1,0,1
1,0,71380,0,0,0
3,1,49370,0,0,0
3,0,95284,1,1,1
3,1,110546,1,0,1
3,0,88398,0,1,1
2,1,47082,1,1,0
5,0,78792,1,1,0
5,0,89759,0,1,1
1,0,70319,0,0,0
0,1,51599,1,1,0
2,1,98481,1,0,1
2,1,102242,0,0,1
1,1,47215,0,0,0
0,1,94420,1,0,1
1,0,79963,1,1,0
2,0,62575,0,0,0
2,0,58743,1,0,0
4,1,109160,1,1,1
1,1,64753,1,1,0
1,1,84565,1,0,1
1,1,55947,1,0,0
3,0,66130,1,1,0
0,1,41463,1,0,0
1,1,52587,1,0,0
2,0,64596,1,1,0
3,0,33564,0,1,0
1,1,89339,1,1,1
2,0,45586,1,0,0
1,0,55149,1,0,0
0,1,68958,0,1,0
3,1,46681,1,1,0
3,1,116733,1,1,1
1,1,56368,1,1,0
2,0,31374,0,0,0
2,1,88240,1,0,1
2,0,51792,1,0,0
5,1,91003,1,1,1
3,0,64883,1,0,0
1,1,60715,1,0,0
0,1,93034,0,1,1
1,1,90216,1,1,1
2,0,86445,1,0,0
6,1,43254,1,0,0
5,1,96453,1,0,1
2,0,99095,1,0,1
5,0,58397,0,1,0
4,0,71104,0,0,0
3,1,82655,1,0,1
0,1,96573,0,0,1
1,1,113061,1,1,1
3,1,106294,0,1,1
1,1,112353,0,0,1
2,1,70200,1,1,0
5,1,65768,1,1,0
0,1,51240,0,0,0
1,0,64863,1,1,0
2,1,101961,1,1,1
0,0,70486,0,1,0
1,1,56434,1,0,0
5,1,70086,1,0,0
2,1,81661,1,1,1
3,1,52498,0,1,0
0,1,55693,1,1,0
1,0,35305,0,1,0
1,1,118407,1,1,1
3,0,70927,1,0,0
0,0,53762,1,0,0
2,0,34977,1,1,0
3,0,56537,1,0,0
1,1,50328,1,1,0
0,0,45048,0,0,0
1,1,40892,1,0,0
1,1,49340,1,1,0
2,1,88215,1,1,1
2,0,79006,1,0,0
3,0,65717,1,0,0
0,1,52595,1,1,0
2,0,99266,0,1,1
6,0,40735,1,1,0
0,0,98244,1,0,1
4,1,75199,1,1,1
3,1,53592,1,0,0
2,0,49568,1,0,0
1,1,63022,1,1,0
2,0,70092,1,0,0
1,0,55690,0,0,0
1,0,31021,0,0,0
4,1,84464,1,1,1
0,0,90147,1,0,0
0,0,57555,0,0,0
2,1,64545,1,1,0
2,1,77143,1,0,1
4,0,99389,1,0,1
6,1,52425,1,1,0
5,0,75544,0,0,0
1,1,70522,1,1,1
1,0,34369,1,1,0
5,1,53937,1,1,0
2,0,88589,1,0,1
2,1,65389,1,1,0
4,1,102891,1,0,1
1,0,66063,1,0,0
5,0,46676,0,1,0
1,0,62094,0,1,0
1,1,110656,1,1,1
2,0,87321,1,0,1
2,1,104131,0,0,1
0,0,42968,1,0,0
1,1,109638,1,0,1
0,0,78408,1,0,0
1,1,90672,1,1,1
4,0,61456,1,0,0
2,0,56151,0,0,0
1,0,62143,1,0,0
0,1,83421,1,1,1
0,0,90720,1,0,1
2,0,67517,0,1,0
1,0,37201,0,0,0
1,0,98481,0,1,1
2,1,51166,1,0,0
2,1,103064,1,0,1
5,1,82914,1,1,1
0,1,74367,1,0,0
1,0,64479,1,0,0
0,0,92931,1,0,1
1,1,48672,1,0,0
2,1,73085,1,1,1
1,0,40713,0,0,0
1,1,70651,0,1,1
2,0,53672,1,1,0
1,1,51520,1,1,0
3,0,66840,1,0,0
2,0,72754,0,1,0
3,0,38565,1,0,0
2,1,74570,0,1,1
1,0,68148,1,1,0
4,0,45814,0,0,0
5,0,72758,1,0,0
3,1,70345,1,0,0
5,1,43501,1,0,0
1,1,90238,0,0,1
4,1,61952,0,0,0
1,1,96397,1,1,1
2,1,107591,1,0,1
1,1,108604,0,1,1
5,1,69998,1,1,1
2,0,34344,1,0,0
4,1,112848,1,0,1
1,1,116175,1,0,1
2,0,99031,1,0,1
0,1,70762,1,1,0
5,0,32031,0,0,0
2,1,49254,1,0,0
3,0,95888,1,1,1
4,1,44247,0,1,0
2,1,43046,1,0,0
1,0,94153,0,0,1
5,0,73615,1,0,0
1,0,45615,1,0,0
2,1,57680,1,1,0
1,0,39424,1,0,0
1,1,94244,0,1,1
4,1,72178,1,1,1
4,0,34724,1,1,0
2,0,99443,1,0,1
1,0,79606,1,0,0
1,0,47073,1,0,0
1,0,52680,1,0,0
0,1,94489,0,0,1
2,0,69757,0,0,0
4,1,45627,1,1,0
0,0,48110,1,0,0
3,0,72649,1,0,0
1,1,115783,1,1,1
3,0,54733,0,0,0
0,0,59651,1,0,0
0,1,95739,0,1,1
4,0,91699,1,0,1
1,1,84888,1,0,1
2,1,118225,1,1,1
3,0,38346,1,1,0
1,0,81143,1,0,0
0,1,93401,1,0,1
3,0,47832,1,1,0
2,0,77763,1,0,0
1,0,55193,1,1,0
1,0,90307,0,0,1
2,0,89133,1,0,1
3,0,51765,1,0,0
4,1,85097,1,1,1
0,0,40365,1,1,0
3,0,31978,1,0,0
1,1,86199,1,1,1
0,1,84244,1,0,1
5,0,93677,1,1,1
4,1,90537,0,1,1
1,0,87413,0,0,0
1,0,38618,1,0,0
2,0,46573,0,0,0
4,1,76620,1,1,1
3,1,115683,1,0,1
0,1,104688,0,1,1
1,0,31028,1,0,0
2,0,54541,1,0,0
1,0,61789,0,0,0
0,0,80417,0,0,0
2,1,83027,1,1,1
2,0,50979,1,0,0
1,0,99969,0,0,1
3,0,70841,1,0,0
4,1,108761,1,1,1
4,1,111334,1,1,1
1,1,79450,1,1,1
2,0,31076,1,0,0
4,1,68599,1,1,0
1,1,60981,1,1,0
1,1,88593,1,1,1
3,1,78035,1,1,1
1,1,99046,1,0,1
0,0,41979,0,1,0
3,1,115533,1,1,1
2,0,84707,0,0,0
0,1,76286,1,0,1
1,1,69111,1,0,0
2,1,61961,1,0,0
2,0,51109,1,0,0
3,0,93445,1,0,1
1,0,54870,0,1,0
2,0,82090,1,0,0
3,0,51624,0,0,0
1,1,108243,1,0,1
0,0,89594,0,0,1
3,1,73819,1,1,1
1,1,47259,1,0,0
3,0,72359,1,1,0
3,0,87198,0,0,0
1,0,70267,1,1,0
2,0,37758,1,0,0
4,0,58385,0,0,0
1,1,118456,1,0,1
4,1,46606,1,0,0
0,1,89518,0,1,1
3,0,61122,0,0,0
2,1,76548,1,0,0
0,0,73367,1,1,0
6,1,90795,1,1,1
2,0,43151,1,0,0
2,1,69693,1,1,1
3,0,67881,1,0,0
1,1,87479,0,0,1
0,1,119800,1,1,1
2,1,60342,1,1,0
3,1,110256,1,1,1
0,0,73054,0,1,0
2,0,69224,1,0,0
6,0,63811,0,0,0
2,0,65465,1,0,0
0,0,30444,0,0,0
1,0,31673,1,0,0
4,1,81205,1,0,1
4,0,50697,1,0,0
2,0,48584,0,0,0
4,0,59314,1,1,0
1,1,81998,0,1,1
1,1,75300,1,1,1
1,1,59565,0,1,0
3,1,93150,1,1,1
1,1,73256,1,1,1
1,1,72254,0,1,1
4,1,77279,1,0,1
7,0,97763,0,0,1
1,1,93913,1,0,1
2,1,105410,1,0,1
1,0,54096,0,0,0
1,0,86165,0,0,0
1,1,75237,1,0,0
0,1,116892,0,1,1
2,0,96895,1,1,1
0,0,47626,1,1,0
2,1,69026,1,0,0
3,0,81829,1,0,0
3,0,46525,1,1,0
3,1,97485,1,1,1
3,1,42042,0,0,0
2,1,86990,1,0,1
2,0,36911,0,1,0
0,1,83085,1,1,1
3,0,62518,1,1,0
1,0,76271,0,0,0
1,1,75973,1,1,1
2,0,35466,1,0,0
4,1,106004,0,0,1
1,1,119945,1,1,1
3,1,99390,1,0,1
1,0,87309,1,0,1
3,1,109768,1,0,1
1,1,63326,1,0,0
4,1,56327,1,1,0
0,0,76316,0,0,0
4,1,49479,1,1,0
2,1,80069,1,0,1
1,1,58425,1,0,0
2,1,105033,1,1,1
0,1,53676,1,1,0
1,0,72572,0,0,0
2,0,45738,1,0,0
1,1,72111,1,0,0
0,0,32927,1,0,0
1,0,52959,0,0,0
1,0,42979,1,0,0
4,1,68042,1,1,0
1,0,98205,0,1,1
2,1,98520,1,0,1
1,1,61759,0,0,0
3,1,56549,1,1,0
0,0,57162,1,1,0
1,1,54571,1,0,0
0,0,55559,0,0,0
2,1,113201,1,0,1
1,0,58544,0,0,0
3,0,98643,1,0,1
5,0,86343,0,0,0
1,1,79011,1,1,1
0,1,84854,1,0,1
0,1,49197,1,0,0
1,0,35947,1,1,0
0,0,41784,1,0,0
5,0,30866,1,1,0
3,0,95473,1,0,1
1,0,75519,0,1,0
3,0,67454,0,0,0
1,1,99752,1,0,1
1,0,93630,0,0,1
2,1,99937,1,1,1
1,1,84210,1,1,1
1,0,66532,1,0,0
3,0,76292,1,0,0
2,1,65096,0,0,0
0,0,82316,0,1,1
3,1,113893,0,0,1
4,1,83764,0,0,1
1,0,34649,1,1,0
3,0,52798,1,0,0
2,1,43481,1,0,0
2,0,59057,0,0,0
0,1,71337,1,1,0
1,0,52587,1,0,0
1,1,100169,1,0,1
2,0,80600,1,0,0
1,1,95553,1,1,1
0,1,119624,1,1,1
0,1,108081,1,1,1
3,0,30612,1,0,0
2,0,70054,1,1,0
2,0,64648,0,0,0
2,1,50111,1,0,0
1,0,89962,1,0,1
0,1,71621,1,1,1
2,0,30747,1,1,0
1,0,46793,1,1,0
1,0,63498,1,0,0
1,0,38017,1,0,0
0,0,61460,0,0,0
3,0,91750,0,0,0
1,1,109925,1,1,1
2,1,106285,0,0,1
1,1,75639,1,0,0
2,1,78966,1,1,1
0,1,45039,0,1,0
1,1,91520,1,1,1
3,1,75063,0,1,0
2,0,61081,1,0,0
2,0,60276,1,0,0
2,0,97389,1,0,1
4,0,50786,1,0,0
1,1,104847,1,1,1
3,0,87667,0,0,0
0,0,47331,1,0,0
4,1,87061,1,1,1
2,1,47772,1,0,0
0,0,79865,1,0,0
5,1,101893,1,0,1
4,0,83130,0,1,1
3,0,72391,1,0,0
4,1,91035,1,0,1
1,1,69442,1,1,1
2,1,63088,1,1,0
1,1,117748,1,1,1
1,1,81435,1,1,1
2,0,96659,1,0,1
2,1,114159,1,1,1
0,1,115339,0,1,1
2,0,45883,1,1,0
3,0,96540,1,1,1
4,1,43172,1,1,0
6,1,71984,1,1,1
3,1,71121,1,0,0
0,1,112048,0,1,1
1,1,79317,1,0,1
0,0,96643,0,1,1
1,1,97615,1,1,1
2,1,71347,1,1,0
4,1,85577,1,1,1
2,0,67768,1,0,0
3,1,41557,1,0,0
2,1,58197,0,1,0
1,1,99557,1,1,1
2,0,90454,1,1,1
2,0,72948,0,0,0
4,0,39897,0,0,0
2,1,90685,1,0,1
2,1,78655,1,0,1
4,0,78030,1,0,0
3,0,31217,1,1,0
1,0,59217,1,0,0
1,1,108301,0,0,1
1,1,107895,1,0,1
0,1,43325,1,0,0
1,0,67560,1,0,0
2,1,118235,1,1,1
5,1,46342,1,0,0
0,1,65501,1,0,0
2,0,75010,0,1,0
2,1,81142,0,1,1
2,1,47668,1,1,0
2,1,63485,0,1,0
2,1,74011,1,0,0
1,0,47208,1,0,0
0,0,72408,1,0,0
4,0,49557,0,0,0
2,1,55637,1,1,0
2,0,98948,1,0,1
1,1,63939,1,1,0
1,1,98502,1,1,1
1,1,68922,1,0,0
2,0,51125,1,0,0
0,0,69657,1,1,0
3,1,60079,0,0,0
0,1,79010,1,0,0
3,1,76131,1,0,1
2,0,70423,1,0,0
0,0,82562,0,1,0
5,0,41133,1,0,0
3,0,78234,1,0,0
4,0,79924,0,0,0
2,0,35260,1,0,0
1,0,62596,1,0,0
2,0,88910,1,0,1
3,0,43415,1,0,0
3,0,65471,1,1,0
2,1,56368,1,1,0
0,0,51133,0,0,0
3,1,89532,1,0,1
4,1,111049,0,0,1
2,1,104084,1,0,1
2,0,94412,1,0,1
2,1,43066,1,0,0
3,0,72956,0,0,0
4,1,99122,1,0,1
0,1,40097,1,0,0
2,0,41955,1,0,0
1,1,100523,0,0,1
1,1,76454,1,1,1
2,0,77600,0,1,0
2,1,56674,1,1,0
0,1,112590,1,0,1
2,0,89529,1,0,1
2,1,61108,1,1,0
1,1,72401,1,1,1
2,1,96881,1,1,1
0,1,109480,0,1,1
2,0,37832,0,0,0
2,1,72993,1,1,1
0,0,42330,1,0,0
2,0,43445,1,1,0
0,1,66036,1,1,0
1,0,65711,0,0,0
1,1,69017,1,0,0
0,0,44765,1,0,0
2,0,78500,0,0,0
3,0,87233,0,1,1
3,0,81308,0,1,0
1,0,34195,1,0,0
2,0,91493,1,0,1
0,0,38386,1,1,0
4,0,47377,1,0,0
3,1,69424,1,1,1
2,1,114101,0,0,1
4,1,87984,1,1,1
3,1,107674,1,1,1
2,0,60915,1,0,0
3,1,70276,1,1,1
2,1,87760,1,0,1
4,1,82390,1,1,1
0,0,36522,0,1,0
1,1,87807,1,0,1
0,1,75434,1,0,0
1,0,57890,1,0,0
0,1,101979,1,0,1
2,0,55639,0,0,0
1,1,56650,1,0,0
5,1,79396,1,0,0
5,1,42872,1,1,0
1,0,57751,0,0,0
3,1,52250,1,0,0
3,0,52111,0,0,0
5,1,111036,1,0,1
1,1,79393,1,0,0
2,0,58702,1,0,0
2,1,65044,1,1,0
4,0,38291,1,0,0
3,1,91303,0,1,1
3,0,45837,1,0,0
0,1,109610,1,1,1
1,1,52496,1,0,0
0,1,61332,1,0,0
1,0,93125,1,1,1
6,1,62592,1,1,0
2,1,81201,1,1,1
0,0,56964,0,0,0
1,0,51777,1,0,0
1,1,89230,1,0,1
0,1,100702,0,0,1
4,0,80307,1,1,1
1,1,115757,1,0,1
0,1,107938,1,0,1
0,1,57563,1,1,0
1,0,94402,1,1,1
1,1,63951,1,1,0
1,1,103750,1,0,1
0,1,108217,1,0,1
1,0,77331,0,1,0
1,0,55083,1,0,0
2,1,40876,1,1,0
4,1,86187,1,1,1
2,0,69643,1,0,0
2,1,81035,1,0,1
4,0,96541,1,0,1
1,1,93043,1,0,1
1,0,80248,1,0,0
6,1,92426,0,1,1
2,1,115772,1,1,1
1,1,70881,1,0,0
3,1,112036,0,1,1
1,1,54378,0,1,0
1,1,41663,1,1,0
1,1,103264,0,1,1
2,1,40734,1,1,0
1,1,71727,1,0,0
1,1,60625,1,1,0
1,0,88295,1,1,1
1,1,76910,1,0,0
0,0,54297,0,0,0
1,0,99101,1,1,1
2,1,84673,1,0,1
2,0,67739,1,1,0
3,1,72539,1,0,0
3,0,33407,0,0,0
0,1,78039,1,0,1
2,1,54075,0,0,0
1,1,82720,1,1,1
2,1,116844,1,1,1
0,0,53080,0,0,0
2,0,63132,1,0,0
3,1,109947,1,1,1
4,1,114342,0,1,1
1,0,57953,1,0,0
0,1,100904,1,1,1
1,1,90874,1,0,1
3,1,102531,1,0,1
2,1,91591,1,1,1
2,0,37281,1,1,0
1,0,71504,1,1,0
0,1,92572,1,0,1
1,0,44372,1,0,0
2,0,50969,0,0,0
3,1,49546,1,1,0
0,1,106450,1,0,1
1,0,76492,0,0,0
2,0,54262,0,0,0
5,0,78461,0,0,0
0,0,62744,0,0,0
4,0,83198,1,1,1
4,0,59843,0,0,0
1,0,35506,0,0,0
2,1,49663,1,1,0
1,1,81360,0,0,1
0,1,92138,1,1,1
1,1,91178,1,0,1
2,1,86471,1,0,1
2,0,39298,0,0,0
3,0,97609,1,0,1
2,1,88218,1,1,1
2,1,48291,1,1,0
2,0,56176,0,0,0
2,0,71204,1,0,0
0,0,42687,0,0,0
4,1,74169,1,1,1
2,1,91929,1,1,1
0,0,39303,1,0,0
2,1,58003,1,1,0
1,1,91765,1,0,1
3,0,51609,1,0,0
1,0,67577,1,0,0
1,1,87772,0,1,1
1,1,62810,1,1,0
2,0,67239,1,0,0
2,0,41873,0,0,0
2,0,82820,0,1,0
5,0,34814,1,0,0
4,0,80084,1,0,0
1,1,93947,1,1,1
0,0,79748,1,1,0
2,1,96747,1,0,1
0,1,109526,1,0,1
1,1,85884,1,0,1
2,0,30295,1,0,0
2,0,92845,0,0,1
0,0,45681,1,0,0
2,0,49838,1,0,0
1,1,40179,0,1,0
5,0,56592,1,1,0
5,1,118399,1,1,1
1,0,38091,0,0,0
2,1,50819,0,1,0
3,0,69630,0,0,0
2,0,60917,1,1,0
3,0,35469,1,0,0
1,1,113941,1,1,1
2,1,65467,1,1,0
3,0,57596,1,1,0
1,1,104725,1,0,1
2,1,91283,1,1,1
2,0,35246,1,0,0
2,1,68861,1,0,0
3,0,51617,1,0,0
3,1,94495,1,0,1
1,1,97381,0,0,1
3,0,91653,0,1,1
4,0,41818,0,1,0
2,0,35749,0,0,0
1,1,100724,1,1,1
0,1,68243,1,1,1
1,0,97965,1,1,1
